Date Reported,Case Number,Classification,Description,Status,Date Occurred,Time Data,Address,Building
07/22/2020, 2020-02920,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS, Inactive,07/22/2020, 8:00 - 07/22/2020 17:00, 3400 SPRUCE ST,3400 BLOCK OF SPRUCE
07/22/2020, 2020-02933,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE, Active,03/23/2020,23:00 -,COURTLAND APARTMENTS,
07/24/2020, 2020-02939, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN,Active,07/18/2020,0:01-07/08/2020, 4000 PINE ST,4000 BLOCK OF PINE
07/24/2020, 2020-02941,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Active,07/18/2020,0:01-07/08/2020, 4206 WALNUT, WALNUT
07/25/2020, 2020-02954,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,07/18/2020,0:01-07/08/2020, 4109 WALNUT ST,HOMEWOOD SUITES
07/27/2020, 2020-02977,ARSON,"ARSON MOBILE CARS, TRUCKS, BUSES, ETC", Active,07/18/2020,0:01-07/08/2020, 3900 CHESTNUT ST,3900 BLOCK OF CHESTNUT
07/28/2020, 2020-02997,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,06/11/2020,12:20 -, WALNUT,
07/28/2020, 2020-03001,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,07/27/2020, 17:08 - 07/27/2020  19:17, 3401 CIVIC CENTER BLVD,CHILDREN'S HOSPITAL OF PHILAD
07/28/2020, 2020-03004,FRAUD,FRAUD OTHER FRAUDS,Active,07/27/2020,22:00 - 07/27/2020 23:00,UNIVERSITY CITY SHERATON,
07/28/2020, 2020-03005,AGG ASSAULT/DOMESTIC, AGG ASSAULT DOMESTIC - HANDS/FIST/FEET,Active,07/28/2020, 17:35 - 07/28/2020  18:13, 3800 BALTIMORE AVE,3800 BLOCK OF BALTIMORE
07/29/2020, 2020-03021,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Active,07/25/2020, 14:57 - 07/29/2020  14:47, 4101 BALTIMORE,4101 BALTIMORE
07/29/2020, 2020-03022, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM OTHER RES, Arrest,07/18/2020,0:01-07/08/2020,4247 LOCUST ST,FAIRFAX APARTMENTS
07/30/2020, 2020-03032,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL,Arrest,07/30/2020, 9:06 - 07/30/2020 9:26,3604 CHESTNUT ST,WAWA- CHESTNUT ST
07/31/2020, 2020-03036,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE, Inactive,07/18/2020,0:01-07/08/2020,3620 HAMILTON WALK,JOHN MORGAN BUILDING
07/31/2020, 2020-03050,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,07/31/2020,10:00 - 07/31/2020, 600 EAST SERVICE DR,
08/01/2020, 2020-03056,THEFT OTHER,THEFT UNDER $50 INC ATTEMPTS ALL OTHERS, Inactive,08/01/2020, 13:00 - 08/01/2020  15:46, 3711 MARKET, SCIENCE CENTER 3711
08/01/2020, 2020-03057,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99,Active,07/18/2020,0:01-07/08/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
08/02/2020, 2020-03061,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,07/18/2020,0:01-07/08/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
08/01/2020, 2020-03068, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Active,07/18/2020,0:01-07/08/2020,3900 CHESTNUT ST,3900 BLOCK OF CHESTNUT
08/03/2020, 2020-03074,VANDALISM,GRAFFITI/VANDALISM UNDER $500, Inactive,08/03/2020,10:48 - 08/03/2020 11:03,Pretzel Factory,
08/03/2020, 2020-03075, THEFT FROM VEHICLE,"FROM AUTO, CELL PHONE,COMPUTER $200 AND OVER",Inactive,07/18/2020,0:01-07/08/2020, 3400 CHESTNUT ST,3400 BLOCK OF CHESTNUT
08/05/2020, 2020-03093, WEAPONS, WEAPONS ADULTS HANDGUN,Arrest,08/05/2020, 3:19 - 08/05/2020 3:45,3600 MARKET ST,3600 BLOCK OF MARKET
08/05/2020, 2020-03095,ASSAULT DOMESTIC, ASSAULT-DOMESTIC,Active,08/05/2020, 9:09 - 08/05/2020 9:35,3500 CIVIC CENTER BLVD,CHILDREN'S HOSPITAL OF PHILAD
08/06/2020, 2020-03103,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE, Arrest,07/18/2020,0:01-07/08/2020, 3700 CHESTNUT ST,3700 BLOCK OF CHESTNUT
08/06/2020, 2020-03106, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Active,08/06/2020, 7:39 - 08/06/2020 7:52,3935 WALNUT ST,MCDONALD'S- WALNUT ST
08/06/2020, 2020-03108,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Inactive,07/18/2020,0:01-07/08/2020, 3411 CHESTNUT ST,DOMUS APARTMENTS
08/08/2020, 2020-03123,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 500 TO 999.99, Active,07/18/2020,0:01-07/08/2020, 4000 DELANCEY ST,4000 BLOCK OF DELANCEY
08/08/2020, 2020-03126,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,08/08/2020, 7:15 - 08/08/2020 9:30,210 S 34TH ST, MEYERSON HALL
08/08/2020, 2020-03127, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00", Active,08/07/2020, 17:00 - 08/08/2020  6:30,4000 DELANCEY ST,4000 BLOCK OF DELANCEY
08/09/2020, 2020-03139, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN, Active,08/09/2020,23:45 -, 200 BLOCK OF S. 39TH,
08/10/2020, 2020-03146,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,07/28/2020, 6:34 - 07/28/2020 20:12, 3400 CIVIC CENTER BLVD,3400 BLOCK OF CIVIC CENTER BLV
08/10/2020, 2020-03158,ASSAULT,OTHER ASSAULTS ASSAULT, Active,08/10/2020, 19:30 - 08/10/2020  20:17, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
08/11/2020, 2020-03167,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,08/11/2020, 9:50 - 08/11/2020 9:51,3600 SANSOM ST,INN AT PENN
08/11/2020, 2020-03174,ASSAULT,OTHER ASSAULTS ASSAULT, Inactive,08/11/2020, 14:02 - 08/11/2020  14:35, 3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
08/13/2020, 2020-03193,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Inactive,08/13/2020, 1:56 - 08/13/2020 2:26,3900 DELANCEY ST,3900 BLOCK OF DELANCEY
08/13/2020, 2020-03210, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Arrest,08/13/2020,0:45-08/13/2020,4000 WALNUT ST,"40/WALNUT, INTERSECTION OF"
08/14/2020, 2020-03211, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Inactive,08/08/2020, 17:00 - 08/14/2020  7:00,3800 SANSOM ST,3800 BLOCK OF SANSOM
08/14/2020, 2020-03214,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE,Active,12/21/2019,22:30 -,SANSOM COMMONS,
08/13/2020, 2020-03216,FRAUD,FRAUD PASSING WORTHLESS CHECKS, Inactive,06/01/2020,12:00 -,CAMPUS APARTMENTS,
08/14/2020, 2020-03223,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,08/14/2020, 21:10 - 08/14/2020  21:12, 3900 WALNUT ST,3900 BLOCK OF WALNUT
08/16/2020, 2020-03245,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Arrest,08/16/2020, 18:41 - 08/16/2020  18:46, 3160 CHESTNUT ST,FACILITIES DEPARTMENT
08/16/2020, 2020-03250,ROBBERY,ROBBERY HIGHWAY NO WEAPON,Inactive,08/13/2020,0:45-08/13/2020,3330 MARKET ST,WAWA Market
08/16/2020, 2020-03253, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN, Inactive,08/13/2020,0:45-08/13/2020,4200 MARKET ST,4200 BLOCK OF MARKET
08/14/2020, 2020-03254, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Inactive,08/13/2020, 21:30 - 08/14/2020  9:00,300 UNIVERSITY AVE,univeristy
08/17/2020, 2020-03256, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,08/16/2020, 18:47 - 08/17/2020  7:00,3700 SPRUCE ST,"37/SPRUCE, INTERSECTION OF"
08/19/2020, 2020-03291,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Inactive,08/18/2020, 14:00 - 08/19/2020  7:30,4100 MARKET ST,4100 BLOCK OF MARKET
08/19/2020, 2020-03295, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER",Inactive,08/19/2020,11:00 - 08/19/2020 11:30,4000 BLOCK OF PINE,
08/19/2020, 2020-03300,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,08/12/2020,10:00 - 08/12/2020 12:00, DAVID RITTENHOUSE LAB,
08/21/2020, 2020-03324,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 1K TO 4.99K, Inactive,08/20/2020,22:07 - 08/21/2020 0:21,3401 WALNUT,
08/20/2020, 2020-03325,ASSAULT DOMESTIC, ASSAULT-DOMESTIC, Inactive,08/20/2020, 9:52 -, 3912 MARKET ST,
08/21/2020, 2020-03332, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM OTHER RES, Arrest,07/31/2020,0:01-08/19/2020, 4108 SPRUCE ST,SPRUCE
08/21/2020, 2020-03337,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS,Inactive,08/21/2020, 14:45 - 08/21/2020  15:00, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
08/23/2020, 2020-03357,ASSAULT DOMESTIC, ASSAULT-DOMESTIC,Arrest,07/31/2020,0:01-08/19/2020, 300 S 40TH ST, 300 BLOCK OF S. 40TH
08/24/2020, 2020-03378,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Inactive,08/24/2020, 18:32 - 08/24/2020  18:56, 4000 LOCUST WALK,"40/LOCUST, INTERSECTION OF"
08/25/2020, 2020-03395,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 5000 AND OVER,Inactive,07/31/2020,0:01-08/19/2020, 4101 BALTIMORE,4101 BALTIMORE
08/25/2020, 2020-03398,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 5000 AND OVER,Inactive,07/31/2020,0:01-08/19/2020, 240 S 40TH ST, SCHATTNER BUILDLING
08/25/2020, 2020-03399,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 5000 AND OVER,Inactive,08/25/2020,22:29 - 08/25/2020 23:00, PNC BANK,
08/25/2020, 2020-03400,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP 5000 AND OVER,Inactive,08/25/2020,22:30 - 08/25/2020 23:00, NEW COLLEGE HOUSE WEST,
08/25/2020, 2020-03402,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,07/31/2020,0:01-08/19/2020, 4000 CHESTNUT ST,"40/CHESTNUT, INTERSECTION OF"
08/25/2020, 2020-03405,VANDALISM,GRAFFITI/VANDALISM UNDER $500, Inactive,07/31/2020,0:01-08/19/2020, 4000 PINE ST,"40/PINE, INTERSECTION OF"
08/26/2020, 2020-03409,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,08/26/2020, 1:22 - 08/26/2020 1:31,3909 SPRUCE ST,GREGORY COLLEGE HOUSE (LRS
08/26/2020, 2020-03416,VANDALISM,"GRAFFTI/VANDALISM 1,000 TO 4,999.99", Active,07/31/2020,0:01-08/19/2020,3942 SPRUCE ST,ALLEGRO'S PIZZA
08/26/2020, 2020-03422,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Inactive,07/31/2020,0:01-08/19/2020,4042-4044 CHESTNUT ST, CHESTNUT STREET
08/27/2020, 2020-03443,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Arrest,08/25/2020, 17:00 - 08/26/2020  16:00, 4210 CHESTNUT ST,CHESTNUT ST
08/27/2020, 2020-03445,FRAUD,FRAUD CREDIT CARDS,Inactive,08/26/2020, 9:00 - 08/27/2020 17:23, 2929 WALNUT ST,FMC TOWER
08/27/2020, 2020-03466, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE, Inactive,08/25/2020, 6:00 - 08/27/2020 14:00, 1 S 41ST ST, UNIT BLOCK OF S. 41ST
08/28/2020, 2020-03468,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,07/31/2020,0:01-08/19/2020, 4042-4044 CHESTNUT ST, CHESTNUT STREET
08/28/2020, 2020-03485,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,08/28/2020, 15:30 - 08/28/2020  19:17, 220 S 33RD ST, TOWNE BUILDING
08/31/2020, 2020-03528, AUTO THEFT,AUTO THEFT STOLEN STOLEN AND RECOVERED PRIOR TO,Inactive,08/30/2020, 14:30 - 08/31/2020  9:00,3900 WALNUT ST,WEB DUBOIS COLLEGE HOUSE
08/31/2020, 2020-03532,HARASSMENT, OTHER OFFENSES HARASSMENT BY COMMUNICATION, Inactive,08/31/2020,12:30 -,STARBUCK2,
08/31/2020, 2020-03540,THEFT FROM BUILDING,THEFT UNDER $50 INC ATTEMPTS BUILDINGS, Arrest,08/26/2020, 16:00 - 08/26/2020  20:00, 4210 CHESTNUT ST,CHESTNUT ST
09/01/2020, 2020-03554,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $200 AND OVER ALL OTHERS,Inactive,08/29/2020, 17:00 - 08/29/2020  9:45,4105 SPRUCE ST,4105 Spruce st
09/02/2020, 2020-03586,ASSAULT,OTHER ASSAULTS ASSAULT, Inactive,07/31/2020,0:01-08/19/2020,300 UNIVERSITY AVE,univeristy
09/03/2020, 2020-03591,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500, Active,09/02/2020,23:00-09/03/2020,100 S 42ND ST, 100 BLOCK OF S. 42ND
09/03/2020, 2020-03592,FRAUD,FRAUD PASSING WORTHLESS CHECKS,Inactive,08/29/2020,12:00-09/03/2020,3820 LOCUST WALK,HARNWELL COLLEGE (HRE)
09/03/2020, 2020-03593,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,08/29/2020,12:00-09/03/2020,240 S 40TH ST, SCHATTNER BUILDLING
09/03/2020, 2020-03598,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS,Arrest,09/02/2020, 21:16 - 09/03/2020  13:42, 4035 CHANCELLOR, 4035 CHANCELLOR theos
09/03/2020, 2020-03601,FRAUD,FRAUD OTHER FRAUDS,Inactive,09/03/2020, 13:30 - 09/03/2020  18:10, 3702 SPRUCE ST,STOUFFER COLLEGE HOUSE
09/04/2020, 2020-03616,HARASSMENT, OTHER OFFENSES HARASSMENT BY COMMUNICATION,Active,09/04/2020,11:46 - 09/04/2020 12:10,4200 BLOCK OF SPRUCE,
09/04/2020, 2020-03624,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Active,09/03/2020, 20:00 - 09/04/2020  16:40, 4200 SANSOM ST,4200 BLOCK OF SANSOM
09/04/2020, 2020-03627, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE, Arrest,09/04/2020, 19:10 - 09/04/2020  19:10, 4258 CHESTNUT ST,COURTLAND APARTMENTS
09/06/2020, 2020-03655,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,09/06/2020, 17:50 -,4010 LUDLOW ST,
09/06/2020, 2020-03673,SEX OFFENSE,RAPE - KNOWN ACQUAINTANCE, Active,08/28/2020,23:00 -,HOMEWOOD SUITES,
09/08/2020, 2020-03677,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Arrest,08/29/2020,12:00-09/03/2020,4210 CHESTNUT ST,CHESTNUT ST
09/08/2020, 2020-03678,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Arrest,08/29/2020,12:00-09/03/2020,4210 CHESTNUT ST,CHESTNUT ST
09/08/2020, 2020-03685, WEAPONS, OTHER VIOLATIONS OF FIREARMS ACT,Active,09/08/2020,23:46 -,4000 BLOCK OF CHESTNUT,
09/09/2020, 2020-03701, WEAPONS, OTHER VIOLATIONS OF FIREARMS ACT,Active,08/29/2020,12:00-09/03/2020, 3549 CHESTNUT ST,UNIVERSITY CITY SHERATON
09/09/2020, 2020-03704,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,09/09/2020, 19:25 - 09/09/2020  19:30, 3924 SPRUCE ST,Phi 19-20
09/10/2020, 2020-03713,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,09/03/2020, 16:10 -,4200 LUDLOW ST,
09/10/2020, 2020-03717, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS, Arrest,09/10/2020, 14:12 - 09/10/2020  14:48, 3500 MARKET ST,MONELL CENTER
09/10/2020, 2020-03718,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD,Active,08/29/2020,12:00-09/03/2020,4000 SPRUCE ST,COPA BANANA
09/11/2020, 2020-03743,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,09/09/2020, 16:00 - 09/11/2020  20:45, 4200 SANSOM ST,4200 BLOCK OF SANSOM
09/13/2020, 2020-03769,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER RETAIL THEF,Active,09/13/2020, 14:56 - 09/13/2020  15:42, 3601 WALNUT ST,BOOKSTORE - WALNUT
09/14/2020, 2020-03785,ASSAULT,OTHER ASSAULTS ASSAULT,Arrest,09/14/2020,11:08 -,"41/CHESTNUT, INTERSECTION OF",
09/14/2020, 2020-03794, ROBBERY-GUN, ROBBERY HIGHWAY BY HANDGUN,Active,09/14/2020, 17:40 - 09/14/2020  18:35, 3900 WALNUT ST,3900 BLOCK OF WALNUT
09/15/2020, 2020-03818,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,08/29/2020,12:00-09/03/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
09/16/2020, 2020-03823,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,09/07/2020, 16:52 - 09/16/2020  14:17, 4105 SPRUCE ST,SPRUCE WOOD APARTMENTS
09/17/2020, 2020-03840,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,09/17/2020,12:15 - 09/17/2020 12:15,3900 BLOCK OF WALNUT,
09/20/2020, 2020-03897, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM -6PM PRI RES, Inactive,09/19/2020, 15:00 - 09/19/2020  17:00, 4035 BALTIMORE AVE,4035 BALTIMORE
09/21/2020, 2020-03920, AUTO THEFT,AUTO THEFT STOLEN PASSENGER VEHICLE,Active,09/20/2020, 7:00 - 09/20/2020 7:30,100 S 43RD ST, 100 BLOCK OF S. 43RD
09/23/2020, 2020-03933,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Arrest,09/23/2020,10:16 - 09/23/2020 11:10,CVS,
09/23/2020, 2020-03946,ASSAULT,OTHER ASSAULTS ASSAULT, Active,08/29/2020,12:00-09/03/2020,51 N 39TH ST,PRESBYTERIAN HOSPITAL
09/24/2020, 2020-03952,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Inactive,09/01/2020,10:50 - 09/05/2020 11:00,4125 Chestnut,
09/24/2020, 2020-03955,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,09/24/2020,12:05-09/24/2020, 3700 MARKET ST,3700 BLOCK OF MARKET
09/24/2020, 2020-03956,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS, Active,09/24/2020, 13:30 - 09/24/2020  14:25, 4042-4044 CHESTNUT ST, CHESTNUT STREET
09/26/2020, 2020-04001,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Inactive,09/24/2020,12:05-09/24/2020, 3200 CHESTNUT ST,3200 BLOCK OF CHESTNUT
09/28/2020, 2020-04038, DISORDERLY CONDUCT,DISORDERLY CONDUCT ARREST,Arrest,09/28/2020, 17:54 - 09/28/2020  17:59, 3900 SPRUCE ST,3900 BLOCK OF SPRUCE
09/28/2020, 2020-04039, DISORDERLY CONDUCT,DISORDERLY CONDUCT ARREST,Arrest,09/28/2020, 17:34 - 09/28/2020  18:01, 3900 SPRUCE ST,3900 BLOCK OF SPRUCE
09/28/2020, 2020-04048, BURGLARY,BURGLARY RES/DAY/NO FORCE 6AM - 6PM APT HOUSE,Inactive,09/24/2020,12:05-09/24/2020,101 S 39TH ST, HAMILTON COURT
09/29/2020, 2020-04049,RETAIL THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 RETAIL, Active,09/29/2020, 7:54 - 09/29/2020 7:55,3604 CHESTNUT ST,WAWA- CHESTNUT ST
10/01/2020, 2020-04085,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,10/01/2020,12:01-10/01/2020,4241 SANSOM ST,4200 BLOCK OF SANSOM
10/01/2020, 2020-04087,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,10/01/2020,12:01-10/01/2020,4200 SANSOM ST,4200 BLOCK OF SANSOM
10/01/2020, 2020-04090,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,10/01/2020,12:01-10/01/2020, 4200 SANSOM ST,4200 BLOCK OF SANSOM
10/01/2020, 2020-04091,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Inactive,10/01/2020, 2:00 - 10/01/2020 8:31,4200 SANSOM ST,4200 BLOCK OF SANSOM
10/01/2020, 2020-04099,FRAUD,EMBEZZLEMENT EMBEZZLEMENT, Active,08/03/2020,0:00-10/01/2020, 51 N 39TH ST,PRESBYTERIAN HOSPITAL
10/03/2020, 2020-04134,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,08/03/2020,0:00-10/01/2020,3800 WALNUT ST,3800 BLOCK OF WALNUT
10/03/2020, 2020-04138,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,08/03/2020,0:00-10/01/2020,4000 WALNUT ST,4000 BLOCK OF WALNUT
10/04/2020, 2020-04158,VANDALISM,VANDALISM/CRIMINAL MISCHIEF PRI PROP UNDER 500,Active,10/03/2020, 19:30 - 10/04/2020  20:44, 3901 MARKET, MARKET
10/04/2020, 2020-04160, BURGLARY,BURGLARY RES/NIGHT/NO FORCE 6PM - 6AM OTHER RES, Active,10/04/2020, 20:30 - 10/04/2020  20:41, 3932 SPRUCE ST,SPRUCE
10/04/2020, 2020-04161, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, UNDER $50.00",Active,09/30/2020, 9:00 - 10/02/2020 15:00, 4000 LUDLOW ST,4000 BLOCK OF LUDLOW
10/04/2020, 2020-04167,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $200 AND OVER BUILDINGS,Active,08/03/2020,0:00-10/01/2020,3400 SPRUCE ST,HOSPITAL OF THE UNIV. OF PENN
10/03/2020, 2020-04168,SEX OFFENSE,SEX OFFENSES INDECENT ASSAULT, Active,08/03/2020,0:00-10/01/2020,4000 WALNUT ST,4000 BLOCK OF WALNUT
10/05/2020, 2020-04179,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE,Active,10/05/2020, 6:30 - 10/05/2020 19:20, 231 S 34TH ST, NEW CHEMISTRY
10/05/2020, 2020-04180,SEX OFFENSE,RAPE FORCIBLE RAPE,Active,08/03/2020,0:00-10/01/2020,3700 CHESTNUT ST,3700 BLOCK OF CHESTNUT
10/06/2020, 2020-04184,RETAIL THEFT, THEFT UNDER $50 INC ATTEMPTS RETAIL THEFT, Active,10/06/2020, 6:23 - 10/06/2020 6:27,3604 CHESTNUT ST,WAWA- CHESTNUT ST
10/05/2020, 2020-04185,SEX OFFENSE,RAPE FORCIBLE RAPE,Active,08/03/2020,0:00-10/01/2020, 3200 CHESTNUT, CHESTNUT
10/06/2020, 2020-04186, OTHER OFFENSE, OTHER OFFENSES DEFIANT TRESPASS,Arrest,08/03/2020,0:00-10/01/2020, 3420 WALNUT ST,VAN PELT LIBRARY
10/06/2020, 2020-04198,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Active,10/03/2020,10:15 - 10/03/2020 11:15,4105 Spruce st,
10/06/2020, 2020-04199,THEFT FROM BUILDING,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 FROM BUILD, Active,10/06/2020, 20:45 - 10/06/2020  21:25, 121 S 41ST ST, SIMON APARTMENTS
10/07/2020, 2020-04200,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $200 AND OVER BICYCLE, Active,10/07/2020,0:21 - 10/07/2020 0:37, SANSOM,
10/07/2020, 2020-04201,BIKE THEFT, THEFT EXCEPT AUTO THEFTS $50 TO $199.99 BICYCLE,Active,10/07/2020,0:33 - 10/07/2020 0:37,4036 SANSOM,
10/07/2020, 2020-04202,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Arrest,10/06/2020,12:30 - 10/06/2020 12:30,4036 SANSOM,
10/06/2020, 2020-04208,AGG ASSAULT/DATING, AGG ASSAULT DOMESTIC/DATING VIOLENCE, Active,08/03/2020,0:00-10/01/2020,3400 WALNUT ST,3400 BLOCK OF WALNUT
10/07/2020, 2020-04221,THEFT OTHER,THEFT EXCEPT AUTO THEFTS $50 TO $199.99 ALL OTHERS, Active,10/07/2020,11:45-10/07/2020, 4000 LOCUST ST,4000 BLOCK OF LOCUST
10/08/2020, 2020-04228, THEFT FROM VEHICLE,"THEFT FROM VEHICLE NON ACCESSORY, $200 AND OVER", Active,10/07/2020,11:45-10/07/2020,4100 LUDLOW ST,4100 BLOCK OF LUDLOW
